person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y,Actual_Default,Predicted_Default,Risk_Score,Loan_Grade,Home_Ownership,Loan_Intent
27,46300,3.0,11500,13.48,0.25,8,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.3061938941822876,C,MORTGAGE,DEBTCONSOLIDATION
30,60000,2.0,10000,7.49,0.17,7,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0889148558297168,A,RENT,PERSONAL
32,49200,5.0,5000,7.74,0.1,10,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0519829564641807,A,MORTGAGE,HOMEIMPROVEMENT
23,120000,2.0,5000,10.99,0.04,4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0313125909813914,A,RENT,EDUCATION
24,75000,0.0,12000,6.62,0.16,2,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0438396406453581,A,RENT,VENTURE
26,35000,10.0,6000,7.51,0.17,3,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0865447507959257,A,MORTGAGE,MEDICAL
25,210000,9.0,8000,9.91,0.04,4,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0344569855435981,B,MORTGAGE,HOMEIMPROVEMENT
23,52176,3.0,7500,10.59,0.14,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0448532294046251,B,MORTGAGE,EDUCATION
25,57000,8.0,2000,11.36,0.04,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0897671462511625,B,RENT,MEDICAL
34,68340,9.0,25000,10.99,0.37,10,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.2567006875719316,B,MORTGAGE,HOMEIMPROVEMENT
23,48000,3.0,8000,8.49,0.17,2,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.1948981007467826,A,RENT,DEBTCONSOLIDATION
33,62000,3.0,3700,6.39,0.06,6,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0358273407787522,A,MORTGAGE,HOMEIMPROVEMENT
28,39912,2.0,10000,8.49,0.25,8,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1,0,0.093298878139882,A,MORTGAGE,EDUCATION
29,72500,2.0,7000,13.79,0.1,8,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0810304991832361,C,MORTGAGE,MEDICAL
24,27600,4.0,7000,15.62,0.25,4,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1,1,0.8812170746904663,D,RENT,PERSONAL
32,45000,0.0,5600,11.36,0.12,10,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0922332504398945,B,RENT,EDUCATION
22,40000,6.0,5000,6.03,0.13,2,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0593961738038177,A,MORTGAGE,MEDICAL
39,20400,3.0,6000,15.27,0.29,13,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,1,0.719365048464124,C,RENT,MEDICAL
28,19200,2.0,4700,15.31,0.24,5,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,1,0,0.3849753911311435,D,OWN,PERSONAL
29,73000,7.0,2500,14.35,0.03,8,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.1263208119214574,C,RENT,DEBTCONSOLIDATION
27,56888,8.0,8000,16.29,0.14,5,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,0,1,0.5602077492555613,D,RENT,EDUCATION
35,130000,3.0,9000,12.73,0.07,8,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0552995279497116,C,MORTGAGE,DEBTCONSOLIDATION
28,73200,2.0,12000,8.9,0.16,10,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0694175071262484,A,RENT,PERSONAL
23,67000,2.0,5600,7.49,0.08,2,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0403126328563146,A,MORTGAGE,DEBTCONSOLIDATION
33,92000,8.0,20000,13.06,0.22,9,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0.0570801164351484,C,MORTGAGE,PERSONAL
41,70000,1.0,20000,14.26,0.29,13,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.1185013349152587,C,MORTGAGE,EDUCATION
27,24000,6.0,6250,8.49,0.26,8,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.166084761158036,A,MORTGAGE,PERSONAL
25,45000,5.0,10400,10.25,0.23,3,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0142476996362614,B,OWN,VENTURE
35,180000,6.0,8500,6.92,0.05,8,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0223670207813461,A,MORTGAGE,DEBTCONSOLIDATION
24,56000,4.0,12000,8.94,0.21,3,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.2214676784034611,A,RENT,HOMEIMPROVEMENT
35,44004,7.0,10000,11.36,0.23,7,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1,0,0.1793835704266843,B,MORTGAGE,MEDICAL
24,100800,4.0,21000,11.49,0.21,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0300266038105582,B,MORTGAGE,EDUCATION
23,78000,7.0,12400,7.29,0.16,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0229787563883439,A,MORTGAGE,EDUCATION
32,95000,9.0,8500,5.79,0.09,6,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0155562235102371,A,MORTGAGE,PERSONAL
33,60000,5.0,2000,5.42,0.03,8,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0135941665800299,A,MORTGAGE,PERSONAL
28,45000,6.0,3600,16.29,0.08,7,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,1,0.6489380409292714,D,RENT,MEDICAL
27,120000,0.0,10000,12.61,0.08,6,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0.062218988688756,C,MORTGAGE,HOMEIMPROVEMENT
24,140000,7.0,20000,6.54,0.14,4,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0208566193551461,A,MORTGAGE,HOMEIMPROVEMENT
61,53000,3.0,7000,7.49,0.13,23,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0287678978184707,A,MORTGAGE,PERSONAL
23,35000,2.0,6400,10.99,0.18,4,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.2120608049714253,C,RENT,EDUCATION
31,48000,11.0,2000,10.65,0.04,6,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0808426289808445,B,RENT,MEDICAL
34,44000,0.0,3400,13.49,0.08,8,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0964982241359095,C,RENT,EDUCATION
22,30000,2.0,6000,12.42,0.2,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.2632209183534397,B,RENT,PERSONAL
33,65000,4.0,16800,9.76,0.26,6,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.1652026069176356,B,MORTGAGE,HOMEIMPROVEMENT
25,172000,9.0,12000,11.86,0.07,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.013724713529554,B,MORTGAGE,EDUCATION
26,38400,0.0,12000,5.99,0.31,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1,0,0.4427085558328603,A,RENT,MEDICAL
32,33000,1.0,12000,6.54,0.36,8,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1,0,0.4287616355310847,A,RENT,EDUCATION
26,69654,10.0,7500,10.99,0.11,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0723386312835037,C,MORTGAGE,MEDICAL
25,133119,10.0,25000,10.99,0.19,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0336935191658944,B,MORTGAGE,DEBTCONSOLIDATION
24,52260,6.0,12000,9.99,0.23,4,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,1,0,0.2894602536666159,B,RENT,MEDICAL
24,44000,1.0,4000,8.7,0.09,2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0696952493411107,B,RENT,EDUCATION
28,54000,12.0,6000,15.23,0.11,8,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,1,0,0.092081500733024,C,MORTGAGE,MEDICAL
24,58800,4.0,9000,10.99,0.15,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0724811583114476,A,RENT,EDUCATION
30,54000,2.0,5000,15.13,0.09,7,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,1,1,0.7540421626916606,E,RENT,HOMEIMPROVEMENT
22,46000,3.0,12000,11.71,0.26,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.2916676984567909,B,RENT,PERSONAL
23,50000,5.0,10000,7.51,0.2,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.1039465406702777,A,RENT,EDUCATION
26,88900,9.0,19200,14.65,0.22,4,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0,0,0.1043529943493549,C,MORTGAGE,MEDICAL
43,43000,5.0,15000,8.88,0.35,12,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.3621768200979045,B,MORTGAGE,MEDICAL
30,90722,6.0,10000,6.91,0.11,8,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0118605965735841,A,MORTGAGE,VENTURE
23,61041,7.0,9000,11.36,0.15,2,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.1120889596455583,B,RENT,PERSONAL
24,120000,5.0,16000,6.99,0.13,4,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0141072714027438,A,MORTGAGE,PERSONAL
22,85000,6.0,12500,10.99,0.15,2,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0288321915648489,A,MORTGAGE,PERSONAL
41,138550,8.0,23000,14.96,0.14,12,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,0,0.1891840445468847,D,MORTGAGE,MEDICAL
24,59500,0.0,4200,10.59,0.07,2,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0270482345642436,B,MORTGAGE,EDUCATION
27,12000,1.0,725,7.37,0.06,6,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0985778997461478,A,RENT,DEBTCONSOLIDATION
23,16800,7.0,6625,6.03,0.39,3,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,1,1,0.6475183749998202,A,RENT,EDUCATION
26,63000,4.0,7000,14.84,0.11,2,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0,0.4305859395020783,D,RENT,VENTURE
31,60000,7.0,7000,10.99,0.12,7,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0270035900597282,B,MORTGAGE,VENTURE
25,39500,2.0,10000,5.99,0.25,2,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.3020882892368058,A,RENT,MEDICAL
36,80000,3.0,12025,10.65,0.15,16,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0245404946677932,B,MORTGAGE,VENTURE
23,74000,4.0,20000,11.48,0.27,4,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0535746525611517,B,MORTGAGE,VENTURE
29,60000,4.0,12000,7.29,0.2,7,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0879720054563225,A,MORTGAGE,DEBTCONSOLIDATION
23,95000,4.0,10000,10.99,0.11,4,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.067751854775417,B,RENT,PERSONAL
26,38376,3.0,14500,7.88,0.38,3,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.2599426254323463,A,MORTGAGE,EDUCATION
37,45000,0.0,6000,12.61,0.13,17,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.1300951468765127,C,RENT,EDUCATION
30,39996,2.0,10000,10.75,0.25,8,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.1550859521259341,B,MORTGAGE,PERSONAL
28,18000,12.0,3500,14.22,0.19,5,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0.0229454214283119,C,OWN,VENTURE
30,40000,3.0,4800,12.68,0.12,5,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.1295838103278371,C,RENT,EDUCATION
22,40000,5.0,6000,9.25,0.15,3,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0194657348477214,B,OWN,MEDICAL
27,67000,1.0,8050,14.72,0.12,9,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.2249512211902488,C,RENT,DEBTCONSOLIDATION
21,18000,0.0,6250,10.62,0.35,4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,1,0,0.1054086718789403,B,OWN,VENTURE
36,53126,1.0,8000,10.99,0.15,11,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,1,1,0.7140529578273659,D,RENT,MEDICAL
25,35000,2.0,6400,10.99,0.18,2,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.022566032867991,A,OWN,MEDICAL
26,42000,0.0,4500,11.48,0.11,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0435258038235564,B,MORTGAGE,EDUCATION
27,103250,1.0,25000,12.73,0.24,10,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0,0,0.0694050887756254,C,RENT,VENTURE
23,35000,6.0,8400,12.18,0.24,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.138246210436535,B,MORTGAGE,EDUCATION
58,100000,6.0,6000,5.42,0.06,19,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.012709321846212,A,MORTGAGE,PERSONAL
25,234000,3.0,20000,14.27,0.09,4,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0262115842543253,C,MORTGAGE,MEDICAL
22,42000,4.0,4000,14.09,0.1,4,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,0,0,0.4625964061498251,D,RENT,VENTURE
28,53000,3.0,7475,7.9,0.14,8,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.005313481753771,A,OWN,EDUCATION
23,48000,5.0,8000,10.99,0.17,2,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.1029994019613814,B,RENT,VENTURE
23,55000,7.0,4200,9.91,0.08,4,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.112552156761334,B,RENT,MEDICAL
29,96000,2.0,10000,10.99,0.1,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0405288047044555,A,MORTGAGE,HOMEIMPROVEMENT
26,125000,0.0,15500,7.88,0.12,2,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0266905347698016,A,RENT,EDUCATION
35,65000,5.0,25000,9.51,0.38,10,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.2709355579610232,B,MORTGAGE,DEBTCONSOLIDATION
24,55000,2.0,8000,8.0,0.15,2,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0789912159406522,A,MORTGAGE,HOMEIMPROVEMENT
58,51252,0.0,13500,11.58,0.26,21,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.2389969063293192,B,RENT,PERSONAL
23,58000,4.0,8000,10.37,0.14,2,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.091146965644812,B,RENT,EDUCATION
26,38400,5.0,6000,7.51,0.16,3,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0951455231478935,A,MORTGAGE,DEBTCONSOLIDATION
23,42179,1.0,10000,5.42,0.24,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0768896451466306,A,MORTGAGE,EDUCATION
27,65000,11.0,6000,14.65,0.09,7,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.1801261285313731,C,RENT,HOMEIMPROVEMENT
51,36000,3.0,10000,15.65,0.28,30,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,0,1,0.9221963469353966,D,RENT,MEDICAL
23,85000,3.0,7200,6.92,0.08,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0147307346349744,A,MORTGAGE,EDUCATION
28,40000,2.0,7500,11.86,0.19,8,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.2049360531003674,B,RENT,PERSONAL
27,57600,11.0,8500,7.14,0.15,5,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0330120291903475,A,MORTGAGE,PERSONAL
22,60635,5.0,6800,13.49,0.11,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0471192352117298,C,MORTGAGE,EDUCATION
21,50000,5.0,1000,13.49,0.02,3,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.0589324033847592,C,RENT,EDUCATION
25,186000,9.0,10000,10.25,0.05,4,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0017187201678863,B,OWN,VENTURE
31,65000,2.0,6000,11.49,0.09,6,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0629105604720641,B,RENT,EDUCATION
24,30000,8.0,8000,9.25,0.27,2,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.4941614648959286,B,RENT,MEDICAL
25,44400,9.0,6000,12.99,0.14,4,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,1,0,0.052887347539634,C,MORTGAGE,VENTURE
30,80000,1.0,4975,10.59,0.06,9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0217752311461827,B,MORTGAGE,EDUCATION
45,73000,0.0,5600,15.27,0.08,11,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,1,0,0.0847567666570861,C,RENT,EDUCATION
39,37800,5.0,7000,11.49,0.19,16,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.3195896299059811,B,RENT,DEBTCONSOLIDATION
28,54000,12.0,4150,7.49,0.08,6,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0335294795894804,A,MORTGAGE,MEDICAL
38,95000,6.0,14000,17.74,0.15,17,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,0,0,0.1751325461930701,E,OWN,HOMEIMPROVEMENT
32,47500,2.0,5300,11.49,0.11,8,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.1534151646297002,B,RENT,MEDICAL
22,30000,0.0,7000,8.9,0.23,4,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.3426516888469675,A,RENT,MEDICAL
34,44000,0.0,16000,13.24,0.36,6,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1,1,0.9049669260800004,D,RENT,EDUCATION
25,82000,2.0,9200,6.03,0.11,3,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.073229836133941,A,RENT,MEDICAL
29,39000,6.0,7100,8.32,0.18,5,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0942266956286404,A,MORTGAGE,MEDICAL
33,35600,1.0,6000,13.49,0.17,6,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1,0,0.3440640608079846,C,RENT,MEDICAL
22,36000,0.0,6500,10.99,0.18,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0.2517695861639955,C,RENT,PERSONAL
29,139500,4.0,15000,10.99,0.11,5,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0289945852378759,A,MORTGAGE,HOMEIMPROVEMENT
22,190000,3.0,12600,6.92,0.07,4,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0202195495548939,A,RENT,EDUCATION
23,81120,3.0,15000,10.25,0.18,4,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0.0433090841286694,B,MORTGAGE,PERSONAL
22,83200,3.0,10000,16.29,0.12,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,0,0,0.4764652901329517,D,RENT,EDUCATION
21,50000,0.0,15000,15.7,0.3,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,1,1,0.9320795877498352,D,RENT,HOMEIMPROVEMENT
22,18000,0.0,3000,13.99,0.17,4,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,1,0,0.430165448214609,C,RENT,MEDICAL
30,80000,7.0,16800,10.99,0.21,8,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0321625561176349,B,MORTGAGE,VENTURE
27,75000,4.0,6625,10.99,0.09,9,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0.0205429383958498,B,MORTGAGE,VENTURE
22,54000,2.0,20000,9.91,0.37,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1,0,0.3714034400376653,B,RENT,EDUCATION
25,39996,2.0,12000,8.94,0.3,3,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0220672401733702,A,OWN,VENTURE
28,35000,0.0,3000,11.11,0.09,8,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,1,0,0.0981089083986002,B,RENT,PERSONAL
24,52000,0.0,1200,13.98,0.02,2,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,0,0,0.0281621799625947,C,MORTGAGE,EDUCATION
21,28600,3.0,10000,11.34,0.35,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,1,1,0.681395913671701,C,RENT,PERSONAL
24,39600,4.0,12000,8.9,0.3,4,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.2230771043105344,A,RENT,VENTURE
33,96000,5.0,9000,7.49,0.09,7,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0105334336144137,A,MORTGAGE,VENTURE
30,108000,0.0,7000,14.42,0.06,8,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,1,0,0.3553343357403717,D,RENT,EDUCATION
26,45760,8.0,11500,11.78,0.25,4,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0.4723969508138677,C,RENT,DEBTCONSOLIDATION
66,38400,14.0,11000,5.42,0.29,19,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,0,0,0.3176457784372172,A,RENT,MEDICAL
28,140000,3.0,12000,9.91,0.09,10,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.0821342833744147,B,RENT,DEBTCONSOLIDATION
29,54000,5.0,10000,13.49,0.19,9,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,1,0,0.3519868653703843,C,RENT,HOMEIMPROVEMENT
34,67000,4.0,7000,7.51,0.1,9,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,0,0,0.0182054532035507,A,MORTGAGE,EDUCATION
30,51000,14.0,4800,12.69,0.09,10,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0.1166409418154611,B,RENT,MEDICAL
27,85500,1.0,11000,15.99,0.13,6,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,1,0,0.4824884318999105,D,RENT,EDUCATION
23,48000,1.0,10000,13.79,0.21,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,0,0,0.2786240084596842,C,RENT,PERSONAL
33,21000,1.0,7750,11.83,0.37,7,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,0,0,0.2931153951968674,B,OWN,HOMEIMPROVEMENT
35,82863,14.0,11000,10.99,0.13,6,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,0,0,0.0316882102519257,A,RENT,VENTURE
22,61000,6.0,12000,13.49,0.2,2,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0,0,0.1573040655887509,C,MORTGAGE,MEDICAL
24,75000,4.0,25000,10.25,0.33,4,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,1,0,0.1701442051526966,B,RENT,EDUCATION
29,97000,2.0,10000,12.23,0.1,5,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,0,0,0.0239240502020016,C,MORTGAGE,VENTURE
23,85000,5.0,13600,6.03,0.16,3,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0,0,0.0537886346097897,A,RENT,PERSONAL
